https://heasarc.gsfc.nasa.gov/cgi-bin/W3Browse/w3browse.pl

Results from heasarc_ngc2000: NGC2000.0: Complete New General Catalog and Index Catalog
Coordinate system:  Equatorial, angular diameter in minutes of arc
|name    |ra     |dec   |app_mag|app_mag_flag|limit_ang_diameter|ang_diameter|source_type|lii   |bii   |ref_revision|constellation|description                                          |class                                              |
|NGC 605 |01 35.1|+41 16| 14.0  |p           |                  |            |Gx         |131.69|-20.86|R           |And          |vF, vS, R, bM                                        |                                             GALAXY|
|NGC 573 |01 30.9|+41 16| 13.0  |p           |                  |            |Gx         |130.86|-21.00|R           |And          |vF, vS, R, gbM                                       |                                             GALAXY|
|NGC 5630|14 27.6|+41 16| 14.0  |p           |                  |  2.5       |Gx         | 74.75| 65.74|S           |Boo          |F, S, E 90deg +/- , gbM                              |                                             GALAXY|
|NGC 224 |00 42.7|+41 16|  3.5  |            |                  |178.0       |Gx         |121.17|-21.58|S           |And          |!!! eeB, eL, vmE (Andromeda); = M31                  |                                             GALAXY|
|NGC 5888|15 13.1|+41 16| 14.0  |p           |                  |  1.5       |Gx         | 68.17| 57.77|S           |Boo          |cF, vS, R, bM, r                                     |                                             GALAXY|
|IC 3675 |12 41.9|+41 17| 13.0  |p           |                  |  2.0       |Gx         |130.21| 75.71|T           |CVn          |pB, pL, iF, N; = 4625                                |                                             GALAXY|
|NGC 1178|03 04.6|+41 18|       |            |                  |            |-          |148.20|-14.95|R           |Per          |*13 in vF neb (?)                                    |                                       UNIDENTIFIED|
|NGC 5362|13 54.9|+41 19| 13.0  |p           |                  |  2.4       |Gx         | 84.43| 70.74|S           |CVn          |pB, pL, E                                            |                                             GALAXY|
|IC 310  |03 16.7|+41 20|       |            |                  |  1.6       |Gx         |150.18|-13.73|V           |Per          |vF, pS, R, 1259 and 1260 near                        |                                             GALAXY|
|NGC 5889|15 13.3|+41 20| 16.0  |p           |                  |  0.9       |Gx         | 68.27| 57.72|S           |Boo          |eeF, glbM                                            |                                             GALAXY|
|NGC 1271|03 19.2|+41 21| 16.0  |p           |                  |            |Gx         |150.57|-13.46|S           |Per          |vF, vS                                               |                                             GALAXY|
|NGC 1259|03 17.0|+41 21| 15.0  |p           |                  |            |Gx         |150.21|-13.68|R           |Per          |vF, S, R, vlbM                                       |                                             GALAXY|
|NGC 1250|03 15.4|+41 21| 14.0  |p           |                  |  2.7       |Gx         |149.95|-13.85|S           |Per          |vF, vS, R                                            |                                             GALAXY|
|NGC 4530|12 33.8|+41 21|       |            |                  |            |-          |136.10| 75.32|R           |CVn          |nebulous * 4 mag ??? (8 CVn)                         |                                       UNIDENTIFIED|
|NGC 1330|03 29.3|+41 22| 15.0  |p           |                  |            |Gx         |152.17|-12.37|R           |Per          |vF st in vF, S neb                                   |                                             GALAXY|
|NGC 1294|03 21.7|+41 22| 13.1  |            |                  |  1.8       |Gx         |150.96|-13.18|S           |Per          |vF, R, bM, sf of 2                                   |                                             GALAXY|
|NGC 1282|03 20.2|+41 22| 14.0  |p           |                  |  1.7       |Gx         |150.72|-13.34|S           |Per          |vF, S, lbMN                                          |                                             GALAXY|
|IC 1905 |03 18.8|+41 22|       |            |                  |            |TS         |150.50|-13.49|X           |Per          |Cl, S, vF; neb?                                      |                                               STAR|
|NGC 1224|03 11.3|+41 22| 16.0  |p           |                  |  1.7       |Gx         |149.27|-14.24|S           |Per          |eF, vS, R                                            |                                             GALAXY|
|NGC 1183|03 04.7|+41 22|       |            |                  |            |-          |148.18|-14.88|R           |Per          |*13 inv in neb                                       |                                       UNIDENTIFIED|
